database,partition_level,k_iteration,conf,max_hits,classifier,sensitivity,MC,OC,EPQ
silva,gen,3,1.0,20,Consensus,0.6988333333333333,0.3011666666666667,0.0,0.2581428571428571
silva,gen,4,0.2,20,RDP,0.743,0.257,0.695,0.31957142857142856
silva,gen,4,0.2,20,BLAST,0.8003333333333333,0.19966666666666666,0.868,0.29514285714285715
silva,gen,4,0.2,20,SINTAX,0.7548333333333334,0.24516666666666667,0.0,0.21014285714285713
silva,gen,4,0.2,20,Consensus,0.7575,0.2425,0.007,0.20885714285714285
silva,gen,4,0.4,20,RDP,0.7423333333333333,0.25766666666666665,0.504,0.29285714285714287
silva,gen,4,0.4,20,BLAST,0.7993333333333333,0.20066666666666666,0.546,0.25
silva,gen,4,0.4,20,SINTAX,0.7488333333333334,0.25116666666666665,0.0,0.21528571428571427
silva,gen,4,0.4,20,Consensus,0.7541666666666667,0.24583333333333332,0.005,0.21142857142857144
silva,gen,4,0.6,20,RDP,0.7355,0.2645,0.353,0.27714285714285714
silva,gen,4,0.6,20,BLAST,0.7955,0.2045,0.316,0.22042857142857142
silva,gen,4,0.6,20,SINTAX,0.73,0.27,0.0,0.23142857142857143
silva,gen,4,0.6,20,Consensus,0.7406666666666667,0.25933333333333336,0.002,0.22257142857142856
silva,gen,4,0.8,1,RDP,0.725,0.275,0.254,0.272
silva,gen,4,0.8,1,BLAST,0.7651666666666667,0.23483333333333334,0.844,0.32185714285714284
silva,gen,4,0.8,1,SINTAX,0.702,0.298,0.0,0.25542857142857145
silva,gen,4,0.8,1,Consensus,0.7305,0.2695,0.012,0.2327142857142857
silva,gen,4,0.8,3,RDP,0.725,0.275,0.254,0.272
silva,gen,4,0.8,3,BLAST,0.742,0.258,0.22,0.25257142857142856
silva,gen,4,0.8,3,SINTAX,0.702,0.298,0.0,0.25542857142857145
silva,gen,4,0.8,3,Consensus,0.7235,0.2765,0.002,0.2372857142857143
silva,gen,4,0.8,5,RDP,0.725,0.275,0.254,0.272
silva,gen,4,0.8,5,BLAST,0.777,0.223,0.245,0.22614285714285715
silva,gen,4,0.8,5,SINTAX,0.702,0.298,0.0,0.25542857142857145
silva,gen,4,0.8,5,Consensus,0.7276666666666667,0.2723333333333333,0.001,0.23357142857142857
silva,gen,4,0.8,10,RDP,0.725,0.275,0.254,0.272
silva,gen,4,0.8,10,BLAST,0.785,0.215,0.159,0.207
silva,gen,4,0.8,10,SINTAX,0.702,0.298,0.0,0.25542857142857145
silva,gen,4,0.8,10,Consensus,0.7245,0.2755,0.0,0.23614285714285715
silva,gen,4,0.8,20,RDP,0.725,0.275,0.254,0.272
silva,gen,4,0.8,20,BLAST,0.784,0.216,0.119,0.20214285714285715
silva,gen,4,0.8,20,SINTAX,0.702,0.298,0.0,0.25542857142857145
silva,gen,4,0.8,20,Consensus,0.7245,0.2755,0.0,0.23614285714285715
silva,gen,4,1.0,20,RDP,0.69,0.31,0.125,0.2835714285714286
silva,gen,4,1.0,20,BLAST,0.7153333333333334,0.2846666666666667,0.021,0.247
silva,gen,4,1.0,20,SINTAX,0.5175,0.4825,0.0,0.4135714285714286
silva,gen,4,1.0,20,Consensus,0.6781666666666667,0.32183333333333336,0.0,0.27585714285714286
